invoiceno,invoicedate
571562,2011-10-18 10:04:00
545236,2011-03-01 10:32:00
536617,2010-12-02 10:17:00
C554516,2011-05-24 16:50:00
571640,2011-10-18 12:01:00
563200,2011-08-14 10:49:00
563900,2011-08-21 11:05:00
564093,2011-08-23 10:29:00
C563752,2011-08-19 10:38:00
545657,2011-03-04 14:02:00
545046,2011-02-27 11:42:00
554485,2011-05-24 13:22:00
C572109,2011-10-20 18:24:00
536976,2010-12-03 14:18:00
545545,2011-03-03 15:02:00
554957,2011-05-27 15:17:00
545460,2011-03-02 17:32:00
536385,2010-12-01 09:56:00
554789,2011-05-26 12:07:00
C555265,2011-06-01 16:06:00
554491,2011-05-24 13:50:00
563946,2011-08-22 10:15:00
571912,2011-10-19 15:26:00
554557,2011-05-25 10:12:00
554307,2011-05-23 14:59:00
554696,2011-05-25 17:14:00
563206,2011-08-14 12:08:00
563215,2011-08-14 12:56:00
536836,2010-12-02 18:08:00
C563483,2011-08-16 15:59:00
555109,2011-05-31 14:19:00
555098,2011-05-31 13:39:00
563434,2011-08-16 12:21:00
545465,2011-03-03 09:25:00
537217,2010-12-05 15:40:00
C536826,2010-12-02 17:30:00
571746,2011-10-19 10:56:00
572487,2011-10-24 13:52:00
563244,2011-08-15 10:49:00
C554541,2011-05-24 17:50:00
554268,2011-05-23 12:59:00
545536,2011-03-03 14:12:00
554998,2011-05-29 15:35:00
572234,2011-10-21 14:41:00
563922,2011-08-21 14:10:00
563506,2011-08-17 09:48:00
572539,2011-10-24 16:10:00
572344,2011-10-24 10:43:00
563552,2011-08-17 13:06:00
536407,2010-12-01 11:34:00
564144,2011-08-23 11:53:00
572093,2011-10-20 14:51:00
536600,2010-12-02 08:32:00
545085,2011-02-28 11:19:00
545543,2011-03-03 14:43:00
C554339,2011-05-23 17:39:00
572225,2011-10-21 13:50:00
536378,2010-12-01 09:37:00
C571927,2011-10-19 16:41:00
571863,2011-10-19 13:49:00
571904,2011-10-19 14:41:00
563300,2011-08-15 12:57:00
C571543,2011-10-17 16:53:00
563890,2011-08-19 16:34:00
571686,2011-10-18 14:22:00
544933,2011-02-25 08:44:00
544801,2011-02-23 13:48:00
C554793,2011-05-26 12:41:00
572462,2011-10-24 13:06:00
572065,2011-10-20 13:06:00
571898,2011-10-19 14:20:00
536628,2010-12-02 10:54:00
572057,2011-10-20 12:41:00
537031,2010-12-03 16:45:00
537035,2010-12-03 17:21:00
563839,2011-08-19 13:24:00
545035,2011-02-25 17:03:00
544895,2011-02-24 12:22:00
C545436,2011-03-02 15:52:00
C536625,2010-12-02 10:46:00
C555239,2011-06-01 13:00:00
571688,2011-10-18 14:24:00
572549,2011-10-24 17:03:00
536635,2010-12-02 11:22:00
571837,2011-10-19 12:11:00
C554558,2011-05-25 10:24:00
545410,2011-03-02 12:18:00
536566,2010-12-01 15:21:00
554603,2011-05-25 11:14:00
563841,2011-08-19 13:35:00
536643,2010-12-02 11:57:00
545223,2011-03-01 08:58:00
572219,2011-10-21 13:17:00
571432,2011-10-17 13:03:00
572073,2011-10-20 13:46:00
563502,2011-08-17 08:50:00
536372,2010-12-01 09:01:00
554126,2011-05-23 09:14:00
554365,2011-05-24 10:22:00
537220,2010-12-05 15:49:00
536997,2010-12-03 15:30:00
564145,2011-08-23 12:18:00
563597,2011-08-18 06:20:00
563251,2011-08-15 11:39:00
544914,2011-02-24 15:39:00
571689,2011-10-18 14:28:00
C563609,2011-08-18 06:34:00
563623,2011-08-18 10:23:00
C572450,2011-10-24 12:35:00
554705,2011-05-26 10:12:00
545103,2011-02-28 11:57:00
C536818,2010-12-02 17:09:00
571502,2011-10-17 15:18:00
C572471,2011-10-24 13:33:00
545001,2011-02-25 12:40:00
536570,2010-12-01 15:35:00
545279,2011-03-01 11:36:00
554703,2011-05-26 10:03:00
544817,2011-02-23 16:44:00
555245,2011-06-01 14:12:00
C554871,2011-05-27 10:58:00
C545277,2011-03-01 11:31:00
572296,2011-10-23 14:28:00
537010,2010-12-03 15:38:00
C544828,2011-02-24 09:49:00
563616,2011-08-18 09:39:00
571713,2011-10-18 16:58:00
571557,2011-10-18 09:25:00
C563240,2011-08-15 10:06:00
536415,2010-12-01 11:57:00
554936,2011-05-27 13:30:00
545328,2011-03-01 15:47:00
545474,2011-03-03 10:55:00
545647,2011-03-04 12:46:00
564046,2011-08-22 12:59:00
563568,2011-08-17 14:45:00
536636,2010-12-02 11:23:00
545430,2011-03-02 14:50:00
564067,2011-08-22 15:07:00
563333,2011-08-15 13:09:00
555259,2011-06-01 15:31:00
571852,2011-10-19 13:20:00
563689,2011-08-18 12:43:00
536946,2010-12-03 12:28:00
555276,2011-06-01 17:28:00
563369,2011-08-16 09:25:00
563847,2011-08-19 14:49:00
555133,2011-05-31 15:32:00
555010,2011-05-31 10:38:00
C563612,2011-08-18 06:39:00
554991,2011-05-29 14:03:00
545012,2011-02-25 13:08:00
536537,2010-12-01 13:51:00
545469,2011-03-03 10:09:00
563439,2011-08-16 13:05:00
554811,2011-05-26 13:20:00
572087,2011-10-20 14:30:00
572184,2011-10-21 10:51:00
537005,2010-12-03 15:35:00
537045,2010-12-05 10:54:00
C545449,2011-03-02 16:38:00
572054,2011-10-20 12:31:00
563347,2011-08-15 13:46:00
537017,2010-12-03 15:41:00
563836,2011-08-19 12:56:00
545447,2011-03-02 16:34:00
C554346,2011-05-23 17:48:00
545031,2011-02-25 15:35:00
545148,2011-02-28 12:14:00
563209,2011-08-14 12:23:00
545086,2011-02-28 11:43:00
C572470,2011-10-24 13:32:00
572468,2011-10-24 13:30:00
564019,2011-08-22 11:54:00
554490,2011-05-24 13:50:00
572090,2011-10-20 14:33:00
C544830,2011-02-24 09:59:00
545319,2011-03-01 14:42:00
554681,2011-05-25 16:04:00
536605,2010-12-02 08:52:00
C555274,2011-06-01 16:34:00
545018,2011-02-25 13:53:00
555164,2011-06-01 10:24:00
C545033,2011-02-25 16:26:00
563709,2011-08-18 15:17:00
545318,2011-03-01 14:26:00
544812,2011-02-23 15:58:00
572230,2011-10-21 14:29:00
572460,2011-10-24 12:54:00
545151,2011-02-28 12:46:00
571674,2011-10-18 13:22:00
563949,2011-08-22 10:38:00
554776,2011-05-26 11:43:00
572238,2011-10-21 14:50:00
536585,2010-12-01 16:24:00
571426,2011-10-17 12:41:00
554329,2011-05-23 16:52:00
554869,2011-05-27 10:55:00
555250,2011-06-01 14:58:00
536414,2010-12-01 11:52:00
C554849,2011-05-26 19:58:00
554489,2011-05-24 13:46:00
554347,2011-05-24 08:21:00
563913,2011-08-21 13:11:00
563374,2011-08-16 10:03:00
554676,2011-05-25 16:03:00
545190,2011-02-28 15:32:00
571317,2011-10-17 10:48:00
544969,2011-02-25 11:32:00
536954,2010-12-03 12:41:00
571945,2011-10-20 10:34:00
572243,2011-10-21 15:43:00
563242,2011-08-15 10:28:00
545150,2011-02-28 12:27:00
572282,2011-10-23 11:39:00
536981,2010-12-03 14:26:00
563356,2011-08-15 14:44:00
536991,2010-12-03 15:16:00
C537164,2010-12-05 13:21:00
C572346,2011-10-24 10:58:00
554628,2011-05-25 11:26:00
C544831,2011-02-24 10:01:00
563704,2011-08-18 14:03:00
571315,2011-10-17 10:47:00
C571321,2011-10-17 11:04:00
554598,2011-05-25 11:12:00
563383,2011-08-16 10:52:00
536992,2010-12-03 15:16:00
571684,2011-10-18 14:11:00
554503,2011-05-24 15:06:00
554853,2011-05-27 09:32:00
545308,2011-03-01 13:19:00
563454,2011-08-16 14:41:00
545347,2011-03-02 10:20:00
C554717,2011-05-26 11:04:00
C563433,2011-08-16 12:14:00
572514,2011-10-24 14:36:00
554854,2011-05-27 09:39:00
554497,2011-05-24 14:38:00
545063,2011-02-27 14:26:00
C563553,2011-08-17 13:14:00
545560,2011-03-03 16:12:00
545470,2011-03-03 10:26:00
572474,2011-10-24 13:36:00
C555262,2011-06-01 15:39:00
545222,2011-03-01 08:49:00
545183,2011-02-28 14:59:00
572130,2011-10-21 09:50:00
554358,2011-05-24 09:32:00
554368,2011-05-24 10:33:00
545324,2011-03-01 14:58:00
554697,2011-05-25 17:31:00
C545040,2011-02-27 10:25:00
554646,2011-05-25 12:39:00
571724,2011-10-19 08:20:00
564147,2011-08-23 12:21:00
563567,2011-08-17 14:44:00
563569,2011-08-17 14:47:00
571681,2011-10-18 13:44:00
545059,2011-02-27 13:04:00
563430,2011-08-16 11:50:00
563822,2011-08-19 12:13:00
555092,2011-05-31 13:08:00
554556,2011-05-25 10:11:00
563715,2011-08-18 16:08:00
554701,2011-05-26 09:33:00
572304,2011-10-23 15:07:00
536400,2010-12-01 10:53:00
545028,2011-02-25 15:21:00
571916,2011-10-19 15:34:00
536672,2010-12-02 12:10:00
555202,2011-06-01 12:11:00
571545,2011-10-17 16:59:00
536673,2010-12-02 12:11:00
563954,2011-08-22 10:59:00
537032,2010-12-03 16:50:00
545534,2011-03-03 14:05:00
563257,2011-08-15 12:07:00
572353,2011-10-24 11:40:00
C572223,2011-10-21 13:36:00
563740,2011-08-19 08:13:00
545567,2011-03-03 16:14:00
563563,2011-08-17 14:03:00
563845,2011-08-19 14:39:00
537198,2010-12-05 14:03:00
571638,2011-10-18 11:55:00
572216,2011-10-21 12:56:00
571322,2011-10-17 11:05:00
555159,2011-06-01 09:06:00
545043,2011-02-27 11:05:00
554664,2011-05-25 14:40:00
