invoicelineid,quantity,unitprice
51234,10,1.65
51235,2,2.08
51236,3,0.83
51237,16,0.42
51238,12,0.85
51239,1,2.95
51240,10,1.95
51241,2,1.25
51242,8,1.25
51243,8,1.25
51244,1,4.13
51245,3,16.95
51246,4,3.75
51247,1,1.95
51248,1,12.75
51249,96,0.64
51250,1,1.25
51251,1,2.95
51252,3,4.95
51253,12,1.45
51254,12,1.95
51255,12,1.25
51256,1,7.46
51257,96,1.06
51258,3,2.55
51259,1,2.55
51260,1,7.95
51261,2,6.35
51262,6,2.95
51263,1,10.95
51264,2,0.42
51265,6,2.95
51266,1,4.25
51267,12,0.95
51268,20,1.65
51269,1,0.55
51270,36,0.83
51271,12,0.42
51272,2,12.75
51273,2,8.25
51274,2,1.25
51275,12,0.42
51276,3,2.95
51277,72,0.38
51278,60,0.85
51279,4,0.42
51280,1,2.46
51281,12,0.85
51282,4,5.95
51283,4,1.25
51284,72,1.06
51285,12,1.65
51286,1,0.83
51287,12,0.85
51288,12,0.42
51289,2,1.65
51290,4,3.75
51291,1,24.1
51292,1,5.95
51293,24,0.55
51294,12,0.85
51295,1,4.25
51296,12,1.25
51297,4,1.25
51298,6,5.95
51299,1,0.85
51300,1,295
51301,2,4.95
51302,4,1.25
51303,6,2.1
51304,4,0.42
51305,1,2.95
51306,6,5.95
51307,12,1.25
51308,8,1.95
51309,48,0.19
51310,6,4.95
51311,1,1.65
51312,2,9.95
51313,1,4.65
51314,2,5.79
51315,25,0.42
51316,1,9.95
51317,3,0.29
51318,2,4.13
51319,40,6.75
51320,3,3.36
51321,2,0.42
51322,24,0.83
51323,4,4.25
51324,1,9.95
51325,12,0.83
51326,3,0.42
51327,6,8.5
51328,3,1.63
51329,3,4.95
51330,1,0.85
51331,12,0.55
51332,64,1.65
51333,1,0.65
51334,6,2.95
51335,-10,3.45
51336,3,4.95
51337,10,2.08
51338,3,0.83
51339,3,3.29
51340,1,1.25
51341,12,2.1
51342,1,0.55
51343,1,1.66
51344,2,0.85
51345,6,2.55
51346,2,8.29
51347,2,10.95
51348,6,1.69
51349,2,6.77
51350,12,0.83
51351,4,4.25
51352,6,1.06
51353,6,12.5
51354,12,0.42
51355,2,4.95
51356,4,1.45
51357,1,2.95
51358,12,0.85
51359,1,5.95
51360,1,8.29
51361,10,2.08
51362,1,7.95
51363,12,1.45
51364,10,1.65
51365,1,4.96
51366,2,2.55
51367,3,2.95
51368,3,2.55
51369,1,12.75
51370,12,0.42
51371,6,3.75
51372,5,2.08
51373,12,1.65
51374,4,5.06
51375,10,1.65
51376,6,2.95
51377,1,19.96
51378,3,4.13
51379,12,0.42
51380,12,2.1
51381,2,1.25
51382,2,0.83
51383,144,1.04
51384,1,2.1
51385,12,0.65
51386,6,2.95
51387,1,2.92
51388,1,1.25
51389,2,7.95
51390,1,1.25
51391,6,3.75
51392,3,4.25
51393,25,0.42
51394,2,1.45
51395,720,0.16
51396,2,1.95
51397,16,1.25
51398,10,1.25
51399,3,2.51
51400,6,1.95
51401,4,3.75
51402,1,2.51
51403,1,1.63
51404,4,1.25
51405,3,1.49
51406,12,0.42
51407,2,2.1
51408,4,3.95
51409,3,4.95
51410,4,1.65
51411,1,2.95
51412,48,1.65
51413,8,1.69
51414,2,1.45
51415,1,3.29
51416,3,0.39
51417,2,3.29
51418,24,1.25
51419,30,1.65
51420,12,0.19
51421,1,14.95
51422,1,29.13
51423,8,4.95
51424,1,1.25
51425,12,2.95
51426,12,1.65
51427,6,1.06
51428,8,2.1
51429,1,2.1
51430,1,4.21
51431,24,2.1
51432,1,1.25
51433,6,2.55
51434,1,13.29
51435,1,9.95
51436,25,0.42
51437,1,5.79
51438,12,5.95
51439,6,2.95
51440,4,0.85
51441,6,4.95
51442,6,2.55
51443,2,8.5
51444,2,0.85
51445,2,3.25
51446,6,2.95
51447,1,16.98
51448,4,4.65
51449,4,1.25
51450,4,0.39
51451,1,3.29
51452,3,4.95
51453,1,1.65
51454,1,8.5
51455,2,1.95
51456,24,0.42
51457,7,2.46
51458,2,12.5
51459,12,2.95
51460,1,3.29
51461,2,4.95
51462,8,4.25
51463,1,3.29
51464,2,14.43
51465,1,8.29
51466,24,1.45
51467,4,4.15
51468,2,0.42
51469,12,0.83
51470,48,2.55
51471,12,1.25
51472,1,0.65
51473,1,3.75
51474,1,2.1
51475,2,1.65
51476,1,8.5
51477,2,1.95
51478,1,4.95
51479,5,0.42
51480,2,0.65
51481,1,4.96
51482,12,1.65
51483,2,3.36
51484,12,0.42
51485,2,2.55
51486,48,0.63
51487,1,12.5
51488,25,0.42
51489,24,0.42
51490,6,2.55
51491,12,0.85
51492,10,8.5
51493,1,2.51
51494,1,2.95
51495,12,0.83
51496,6,2.95
51497,12,0.85
51498,12,1.25
51499,6,2.1
51500,1,4.96
51501,12,2.1
51502,24,1.25
51503,2,3.29
51504,1,16.98
51505,2,0.39
51506,1,2.55
51507,1,1.95
51508,2,0.85
51509,12,1.25
51510,1,5.79
51511,3,5.79
51512,6,2.95
51513,9,4.13
51514,26,1.63
51515,12,0.85
51516,70,6.75
51517,-1,1.95
51518,1,4.15
51519,10,1.95
51520,100,1.45
51521,3,4.13
51522,6,2.55
51523,6,0.85
51524,2,1.69
51525,1,2.46
51526,16,0.42
51527,24,0.55
51528,1,1.63
51529,1,3.75
51530,10,0.82
51531,1,8.5
51532,1,2.55
51533,6,2.95
51534,20,0.42
51535,1,1.45
51536,12,0.65
51537,1,15.79
51538,1,8.29
51539,48,1.69
51540,-1,120.58
51541,24,0.29
51542,2,2.95
51543,48,3.39
51544,1,1.66
51545,10,7.46
51546,8,0.83
51547,8,9.95
51548,2,0.42
51549,6,2.1
51550,2,6.95
51551,4,2.95
51552,10,0.82
51553,24,2.55
51554,1,2.1
51555,10,3.95
51556,10,1.25
51557,6,2.95
51558,5,4.95
51559,20,0.85
51560,2,0.42
51561,12,1.95
51562,48,1.65
51563,1,39.95
51564,6,3.25
51565,12,1.65
51566,3,0.85
51567,5,2.1
51568,10,0.85
51569,10,1.65
51570,7,4.13
51571,20,0.85
51572,6,2.1
51573,3,1.95
51574,6,2.55
51575,3,4.95
51576,12,2.1
51577,6,4.95
51578,4,7.46
51579,12,1.25
51580,10,1.65
51581,6,2.55
51582,6,2.95
51583,2,8.5
51584,1,0.85
51585,1,4.13
51586,1,1.25
51587,12,0.65
51588,12,1.65
51589,8,3.25
51590,2,1.65
51591,1,4.13
51592,8,2.75
51593,6,2.95
51594,2,7.95
51595,12,1.25
51596,32,2.55
51597,2,2.1
51598,6,2.1
51599,1,1.25
51600,12,0.75
51601,2,4.96
51602,20,0.85
51603,1,9.95
51604,4,1.65
51605,1,12.5
51606,1,12.75
51607,3,3.35
51608,1,4.25
51609,8,4.95
51610,1,1.95
51611,10,2.08
51612,12,0.55
51613,1,3.75
51614,2,4.95
51615,6,2.95
51616,12,0.42
51617,6,2.95
51618,2,1.25
51619,2,1.25
51620,12,0.85
51621,3,1.65
51622,12,0.83
51623,1,2.95
51624,1,5.91
51625,12,1.65
51626,5,0.85
51627,2,7.95
51628,1,14.13
51629,4,4.95
51630,1,1.65
51631,2,1.65
51632,48,0.12
51633,4,9.95
51634,2,1.95
51635,12,2.95
51636,3,3.75
51637,6,2.1
51638,96,0.42
51639,6,0.65
51640,12,2.08
51641,1,1.25
51642,3,0.85
51643,2,10.79
51644,2,0.79
51645,10,0.79
51646,18,0.12
51647,12,1.69
51648,2,4.65
51649,1,4.13
51650,96,0.72
51651,2,4.15
51652,2,9.95
51653,22,1.42
51654,3,4.21
51655,24,0.83
51656,10,2.08
51657,24,1.25
51658,24,1.25
51659,2,0.85
51660,5,1.65
51661,6,3.25
51662,120,0.42
51663,16,0.39
51664,2,1.25
51665,2,4.13
51666,48,0.29
51667,2,8.5
51668,8,1.65
51669,12,1.25
51670,12,1.65
51671,1,2.51
51672,3,1.65
51673,2,24.1
51674,24,0.19
51675,12,2.95
51676,4,4.95
51677,1,29.17
51678,2,2.1
51679,24,0.65
51680,1,1.25
51681,2,5.06
51682,25,0.42
51683,1,0.85
51684,6,2.1
51685,1,2.95
51686,6,2.55
51687,3,1.65
51688,2,1.95
51689,1,1.65
51690,10,2.08
51691,12,0.85
51692,2,2.07
51693,24,1.25
51694,1,0.85
51695,3,4.15
51696,5,5.91
51697,1,5.79
51698,4,5.79
51699,4,4.15
51700,6,1.65
51701,1,3.29
51702,3,0.85
51703,1,5.91
51704,1,0.55
51705,5,0.85
51706,2,7.95
51707,8,8.25
51708,2,2.46
51709,1,0.83
51710,5,0.85
51711,-1,4.25
51712,6,2.1
51713,3,1.95
51714,25,0.42
51715,2,3.25
51716,2,2.1
51717,10,4.96
51718,6,2.55
51719,12,2.1
51720,3,0.55
51721,12,1.25
51722,-1,39.95
51723,6,2.1
51724,4,1.25
51725,20,1.65
51726,4,2.95
51727,2,5.95
51728,2,4.65
51729,12,1.95
51730,-2,5.75
51731,8,0.85
51732,2,7.95
51733,1,18
51734,6,2.55
51735,5,0.65
51736,12,1.25
51737,1,4.13
51738,4,3.25
51739,1,1.45
51740,4,0.85
51741,1,5.95
51742,8,1.25
51743,2,2.95
51744,4,1.65
51745,1,12.5
51746,12,1.63
51747,6,2.1
51748,3,1.63
51749,10,0.85
51750,10,1.65
51751,6,1.25
51752,36,0.65
51753,3,5.95
51754,4,1.65
51755,12,0.42
51756,1,4.13
51757,6,4.95
51758,1,0.39
51759,2,0.63
51760,3,0
51761,8,3.75
51762,100,1.45
51763,1,0.83
51764,2,0.42
51765,2,7.85
51766,2,3.75
51767,10,2.08
51768,1,2.95
51769,6,3.75
51770,1,1.63
51771,6,8.25
51772,1,7.9
51773,6,0.39
51774,6,2.55
51775,12,1.65
51776,1,0.29
51777,24,0.85
51778,4,1.25
51779,8,3.75
51780,1,10.79
51781,6,1.65
51782,24,1.25
51783,12,1.25
51784,10,2.95
51785,1,1.25
51786,2,4.25
51787,1,2.1
51788,1,10.79
51789,6,2.95
51790,24,0.85
51791,32,1.25
51792,6,4.95
51793,10,2.08
51794,1,8.49
51795,1,0.79
51796,1,59.53
51797,16,3.95
51798,12,1.65
51799,1,0.83
51800,6,1.25
51801,6,2.95
51802,1,0.85
51803,1,2.55
51804,12,0.85
51805,3,4.95
51806,32,2.1
51807,2,3.75
51808,1,8.29
51809,2,2.1
51810,12,4.25
51811,12,1.65
51812,8,2.95
51813,6,1.45
51814,2,3.75
51815,24,1.25
51816,10,2.08
51817,1,2.89
51818,36,2.1
51819,1,2.51
51820,2,8.5
51821,3,2.46
51822,12,0.85
51823,4,0.83
51824,1,10.79
51825,1,1.63
51826,24,0.29
51827,1,1.25
51828,6,0.39
51829,3,1.25
51830,6,2.95
51831,25,0.42
51832,24,0.55
51833,1,4.96
51834,12,1.25
51835,16,1.25
51836,-4,3.75
51837,1,4.95
51838,10,1.65
51839,25,0.42
51840,12,2.08
51841,25,0.42
51842,1,8.47
51843,25,0.42
51844,4,2.08
51845,4,2.49
51846,1,3.75
51847,1,3.75
51848,18,4.65
51849,6,1.25
51850,4,1.25
51851,2,4.13
51852,4,3.95
51853,4,3.95
51854,36,0.42
51855,1,7.46
51856,1,3.29
51857,1,2.92
51858,1,10.79
51859,2,2.1
51860,3,1.65
51861,12,1.25
51862,3,17.1
51863,6,0.39
51864,20,1.65
51865,2,7.9
51866,20,0.42
51867,160,1.45
51868,2,0.82
51869,1,3.29
51870,1,4.96
51871,12,0.42
51872,1,2.55
51873,1,4.13
51874,2,7.95
51875,8,4.95
51876,8,1.65
51877,10,0.85
51878,16,1.25
51879,1,1.95
51880,12,0.85
51881,24,0.63
51882,2,4.15
51883,1,4.95
51884,1,0.39
51885,9,0.83
51886,2,2.95
51887,4,0.83
51888,4,9.95
51889,1,8.47
51890,2,5.79
51891,6,7.95
51892,2,2.55
51893,2,8.25
51894,2,9.95
51895,1,2.1
51896,2,1.65
51897,1,2.95
51898,1,8.5
51899,2,4.95
51900,1,10.79
51901,1,7.95
51902,-6,3.39
51903,2,12.75
51904,10,2.1
51905,8,4.25
51906,24,4.95
51907,24,1.25
51908,3,0.63
51909,3,2.55
51910,10,1.65
51911,6,1.25
51912,2,0.42
51913,1,4.21
51914,3,5.95
51915,4,2.55
51916,10,2.08
51917,3,4.95
51918,1,16.95
51919,2,7.5
51920,3,1.45
51921,12,0.85
51922,2,3.36
51923,4,1.65
51924,12,1.25
51925,1,3.29
51926,1,1.95
51927,4,3.75
51928,1,2.46
51929,1,4.95
51930,2,4.13
51931,6,2.95
51932,1,2.08
51933,6,1.45
51934,3,5.95
51935,24,1.65
51936,24,0.42
51937,4,3.75
51938,2,1.65
51939,2,1.45
51940,2,10.95
51941,3,3.75
51942,3,4.95
51943,24,0.85
51944,1,4.95
51945,24,0.42
51946,4,5.35
51947,1,0.83
51948,12,0.42
51949,24,0.42
51950,2,3.29
51951,12,1.65
51952,1,1.25
51953,6,4.25
51954,1,8.29
51955,1,5.79
51956,24,1.25
51957,8,8.5
51958,2,5.06
51959,8,3.36
51960,4,3.75
51961,-4,1.25
51962,6,14.95
51963,12,1.65
51964,12,1.25
51965,24,0.39
51966,2,5.95
51967,60,0.21
51968,2,1.95
51969,1,9.95
51970,10,1.65
51971,2,0.85
51972,1,12.5
51973,1,2.55
51974,4,4.95
51975,6,3.25
51976,2,9.95
51977,10,0.85
51978,2,2.1
51979,12,0.83
51980,3,3.75
51981,100,1.06
51982,1,0.79
51983,1,3.73
51984,48,1.45
51985,12,6.35
51986,36,1.25
51987,2,2.95
51988,6,2.95
51989,1,4.21
51990,5,1.66
51991,-4,4.25
51992,6,2.95
51993,12,2.1
51994,1,1.49
51995,1,2.95
51996,12,1.65
51997,8,1.25
51998,6,1.95
51999,1,11.02
52000,1,3.29
52001,6,2.95
52002,24,0.42
52003,4,1.25
52004,4,4.15
52005,24,0.83
52006,12,1.65
52007,1,0.83
52008,8,2.49
52009,2,3.75
52010,6,2.55
52011,1,2.46
52012,6,3.75
52013,2,3.75
52014,2,5.95
52015,1,3.45
52016,1,9.95
52017,1,1.25
52018,4,12.75
52019,1,1.25
52020,3,9.95
52021,3,4.95
52022,10,0.85
52023,4,3.75
52024,12,1.65
52025,1,4.13
52026,-1,6.95
52027,1,2.95
52028,6,2.08
52029,9,2.1
52030,36,1.25
52031,8,3.75
52032,8,2.55
52033,12,4.95
52034,30,2.08
52035,25,0.42
52036,1,1.69
52037,1,2.55
52038,1,4.13
52039,1,1.25
52040,12,1.25
52041,6,2.95
52042,6,4.95
52043,1,10.79
52044,4,7.95
52045,4,3.75
52046,-1,2.95
52047,2,7.95
52048,6,1.95
52049,1,2.08
52050,2,7.95
52051,8,1.45
52052,3,4.25
52053,10,1.65
52054,1,0.83
52055,2,8.25
52056,12,8.25
52057,2,2.46
52058,3,1.45
52059,1,2.46
52060,1,2.1
52061,6,2.95
52062,12,1.25
52063,1,0.85
52064,1,14.13
52065,24,1.45
52066,3,2.95
52067,1,1.65
52068,2,7.95
52069,1,0.42
52070,1,1.63
52071,24,0.55
52072,4,4.95
52073,1,2.95
52074,12,3.75
52075,2,1.25
52076,12,1.45
52077,2,5.95
52078,1,3.29
52079,24,0.85
52080,2,2.46
52081,1,2.46
52082,36,4.95
52083,3,4.95
52084,-1,0.85
52085,6,0.42
52086,12,6.95
52087,3,4.95
52088,4,4.95
52089,12,2.1
52090,6,9.95
52091,1,6.95
52092,1,16.95
52093,4,2.1
52094,1,5.91
52095,12,1.25
52096,1,7.95
52097,2,2.55
52098,12,2.89
52099,1,4.95
52100,6,2.95
52101,24,1.25
52102,12,1.65
52103,1,2.95
52104,6,2.55
52105,4,16.98
52106,2,1.25
52107,12,3.75
52108,1,5.95
52109,1,7.95
52110,5,0.85
52111,2,1.65
52112,12,1.45
52113,1,2.95
52114,2,2.1
52115,24,1.65
52116,3,4.95
52117,4,3.75
52118,6,2.08
52119,6,2.55
52120,2,12.75
52121,1,2.1
52122,1,5.79
52123,6,1.95
52124,6,8.5
52125,3,2.08
52126,2,0.85
52127,6,1.25
52128,2,3.29
52129,1,4.13
52130,1,5.95
52131,1,2.25
52132,2,0.39
52133,24,0.85
52134,24,0.55
52135,6,2.1
52136,1,2.95
52137,8,1.69
52138,8,4.95
52139,2,8.95
52140,10,1.25
52141,4,1.65
52142,4,1.24
52143,8,1.69
52144,2,2.1
52145,3,5.95
52146,10,0.85
52147,2,1.65
52148,24,0.55
52149,12,1.25
52150,4,4.25
52151,2,8.25
52152,1,0.85
52153,12,0.65
52154,8,2.95
52155,236,1.43
52156,24,1.25
52157,48,0.64
52158,48,0.53
52159,144,1.25
52160,12,1.49
52161,24,0.83
52162,-1,339.02
52163,2,4.95
52164,6,2.95
52165,36,0.42
52166,4,4.95
52167,3,3.29
52168,12,1.25
52169,1,2.95
52170,12,1.45
52171,36,2.95
52172,6,0.85
52173,4,2.55
52174,4,3.75
52175,6,0.29
52176,10,3.95
52177,1,11.02
52178,1,1.25
52179,24,1.95
52180,1,0
52181,3,12.5
52182,1,14.95
52183,10,1.95
52184,10,1.65
52185,2,8.25
52186,4,4.25
52187,1,5.94
52188,4,1.69
52189,1,16.95
52190,1,5.79
52191,1,6.63
52192,6,0.63
52193,2,0.85
52194,10,1.65
52195,1,4.25
52196,2,3.36
52197,1,1.63
52198,12,1.25
52199,12,1.25
52200,1,0.85
52201,48,1.45
52202,2,1.65
52203,3,17.1
52204,1,1.25
52205,1,1.65
52206,3,3.29
52207,1,2.89
52208,4,4.95
52209,8,2.55
52210,10,1.95
52211,1,19.95
52212,6,2.55
52213,12,0.42
52214,3,4.15
52215,1,3.75
52216,1,4.95
52217,3,5.95
52218,8,1.25
52219,1,0.83
52220,12,1.25
52221,-7,0.19
52222,1,6.75
52223,36,0.39
52224,5,2.95
52225,1,1.95
52226,1,5.79
52227,24,4.95
52228,12,14.95
52229,1,12.75
52230,12,1.65
52231,4,0.55
52232,1,3.25
52233,6,2.95
52234,6,2.95
52235,2,7.95
52236,8,1.25
52237,12,7.95
52238,1,2.51
52239,12,3.75
52240,12,0.85
52241,1,2.1
52242,1,7.46
52243,1,2.46
52244,1,24.96
52245,1,1.95
52246,1,1.25
52247,24,0.85
52248,3,1.25
52249,1,3.29
52250,6,2.95
52251,20,0.85
52252,10,0.85
52253,1,1.25
52254,6,2.95
52255,48,0.42
52256,6,2.08
52257,1,8.5
52258,32,0.42
52259,3,5.95
52260,100,0.72
52261,8,8.5
52262,2,7.95
52263,1,3.75
52264,2,4.15
52265,6,2.1
52266,4,3.75
52267,1,3.29
52268,12,1.65
52269,2,4.21
52270,50,0.16
52271,10,1.65
52272,2,1.65
52273,1,14.95
52274,1,40
52275,2,3.36
52276,6,2.1
52277,10,4.25
52278,25,0.42
52279,1,4.95
52280,1,3.29
52281,4,4.95
52282,6,2.89
52283,12,1.95
52284,1,2.1
52285,12,1.25
52286,3,1.65
52287,5,1.65
52288,2,2.95
52289,5,2.95
52290,1,4.21
52291,4,1.25
52292,12,0.85
52293,3,0.85
52294,3,2.08
52295,3,3.75
52296,2,16.63
52297,2,1.25
52298,1,7.62
52299,4,4.15
52300,3,1.28
52301,12,1.25
52302,1,7.95
52303,24,0.42
52304,6,2.1
52305,1,1.65
52306,20,2.95
52307,1,0.83
52308,12,1.65
52309,12,1.65
52310,12,1.45
52311,4,3.75
52312,6,1.06
52313,1,0.42
52314,4,1.65
52315,-6,0
52316,1,0.83
52317,4,3.75
52318,3,0.85
52319,16,3.75
52320,1,2.46
52321,2,1.69
52322,8,7.95
52323,2,0.42
52324,1,19.96
52325,12,2.1
52326,24,0.42
52327,20,0
52328,3,2.08
52329,24,0.29
52330,-3,3.75
52331,6,2.95
52332,12,1.25
52333,12,0.79
52334,1,1.65
52335,2,5.06
52336,2,3.75
52337,12,1.25
52338,3,2.1
52339,80,2.55
52340,12,1.65
52341,12,1.65
52342,4,5.95
52343,48,0.65
52344,24,0.55
52345,1,3.75
52346,2,0.85
52347,1,1.25
52348,6,2.95
52349,4,0.83
52350,1,0.85
52351,6,3.75
52352,1,2.46
52353,48,0.65
52354,4,1.25
52355,-1,183.75
52356,1,8.29
52357,1,1.63
52358,1,4.95
52359,3,1.63
52360,1,7.95
52361,3,1.65
52362,4,2.95
52363,25,0.42
52364,1,1.95
52365,1,0.85
52366,1,16.95
52367,1,3.75
52368,48,10.95
52369,8,1.25
52370,1,9.95
52371,1,8.5
52372,3,1.69
52373,2,0.85
52374,12,0.65
52375,-2,4.95
52376,12,1.65
52377,6,2.08
52378,2,3.29
52379,6,2.89
52380,6,1.25
52381,2,1.95
52382,2,7.95
52383,1,0.55
52384,4,4.13
52385,3,2.55
52386,6,1.25
52387,20,2.08
52388,6,2.95
52389,16,1.25
52390,2,8.5
52391,1,7.62
52392,1,16.63
52393,8,1.95
52394,2,7.95
52395,10,1.25
52396,1,1.95
52397,12,1.69
52398,1,3.29
52399,1,2.1
52400,3,1.49
52401,36,0.65
52402,1,0.42
52403,8,0.65
52404,2,0.83
52405,10,2.08
52406,12,5.95
52407,1,2.46
52408,1,0.55
52409,8,1.65
52410,12,1.65
52411,10,1.65
52412,24,0.55
52413,6,0.85
52414,1,0.85
52415,2,12.46
52416,2,1.65
52417,1,3.75
52418,1,1.45
52419,6,1.95
52420,4,3.75
52421,2,12.75
52422,1,4.21
52423,10,1.65
52424,4,4.25
52425,96,1.7
52426,12,0.42
52427,25,0.42
52428,13,1.25
52429,5,0.85
52430,24,2.08
52431,3,3.25
52432,5,1.65
52433,4,8.5
52434,6,2.95
52435,6,2.95
52436,1,8.5
52437,6,1.95
52438,4,3.25
52439,1,4.21
52440,3,2.89
52441,24,0.55
52442,-3,12.75
52443,6,1.25
52444,6,2.95
52445,1,3.29
52446,10,1.25
52447,5,3.29
52448,3,5.95
52449,13,3.29
52450,3,1.95
52451,6,2.95
52452,1,4.25
52453,1,11.87
52454,1,12.46
52455,2,2.95
52456,9,1.69
52457,48,0.39
52458,6,2.95
52459,1,24.96
52460,24,0.79
52461,4,3.25
52462,10,1.65
52463,1,4.13
52464,2,3.75
52465,12,0.42
52466,12,0.42
52467,1,0.83
52468,4,3.75
52469,2,8.5
52470,1,0.38
52471,192,1.65
52472,1,1.95
52473,12,1.25
52474,1,0.55
52475,4,2.1
52476,1,4.95
52477,46,30.12
52478,3,1.66
52479,6,2.95
52480,1,2.46
52481,6,2.55
52482,3,0.83
52483,4,0.83
52484,1,2.08
52485,25,0.42
52486,1,1.45
52487,6,1.65
52488,3,1.25
52489,400,0.36
52490,2,6.75
52491,-1,3.75
52492,12,3.75
52493,2,4.95
52494,6,1.25
52495,3,0.83
52496,3,4.95
52497,90,0.16
52498,24,0.55
52499,8,2.25
52500,1,1.65
52501,2,1.66
52502,3,1.65
52503,12,2.89
52504,1,3.29
52505,12,0.42
52506,10,1.65
52507,1,0.65
52508,3,1.25
52509,4,2.55
52510,6,1.25
52511,2,1.66
52512,4,5.95
52513,3,0.42
52514,2,9.95
52515,1,3.75
52516,12,1.25
52517,1,1.06
52518,7,2.5
52519,6,5.75
52520,2,2.1
52521,24,0.21
52522,1,2.46
52523,48,0.85
52524,20,0.85
52525,3,12.75
52526,3,0.55
52527,4,4.25
52528,75,0.42
52529,6,0.85
52530,3,18
52531,2,7.95
52532,1,0.42
52533,6,2.95
52534,4,4.15
52535,12,1.95
52536,1,12.75
52537,2,9.95
52538,10,6.75
52539,-1,30.19
52540,1,1.66
52541,12,1.65
52542,4,1.65
52543,16,1.69
52544,-3,6.95
52545,3,0.39
52546,3,4.95
52547,12,0.29
52548,12,1.25
52549,4,3.75
52550,5,1.65
52551,1,14.96
52552,36,3.29
52553,1,8.5
52554,24,0.29
52555,12,1.65
52556,2,0.65
52557,100,0.36
52558,2,1.65
52559,18,0.79
52560,4,5.95
52561,3,0.83
52562,1,4.96
52563,6,2.55
52564,5,2.95
52565,12,1.69
52566,2,1.25
52567,1,4.13
52568,1,1.63
52569,1,4.13
52570,24,0.55
52571,3,5.91
52572,6,1.25
52573,2,1.25
52574,2,2.95
52575,6,2.55
52576,24,0.55
52577,4,4.95
52578,2,7.46
52579,2,3.36
52580,2,6.95
52581,6,1.65
52582,2,0.42
52583,2,10.79
52584,1,0.83
52585,40,12.72
52586,2,1.65
52587,12,1.45
52588,48,1.45
52589,-2,0
52590,6,1.45
52591,1,4.15
52592,16,8.49
52593,3,0.39
52594,3,1.25
52595,1,3.36
52596,25,0.42
52597,24,0.42
52598,100,1.79
52599,2,0.85
52600,1,1.45
52601,2,5.91
52602,3,2.08
52603,2,9.95
52604,2,1.65
52605,2,7.95
52606,1,1.25
52607,2,4.25
52608,1,3.75
52609,1,1.25
52610,12,1.65
52611,6,4.95
52612,2,2.1
52613,1,4.21
52614,2,8.25
52615,2,8.5
52616,1,3.75
52617,12,1.65
52618,12,1.65
52619,1,2.1
52620,12,4.95
52621,1,2.89
52622,2,0.83
52623,12,0.83
52624,24,0.55
52625,2,7.65
52626,3,4.95
52627,4,0.65
52628,10,1.65
52629,1,2.51
52630,1,0.65
52631,1,2.46
52632,8,1.25
52633,-12,0.29
52634,1,3.25
52635,1,4.13
52636,2,1.69
52637,12,0.79
52638,1,1.65
52639,1,2.55
52640,12,2.95
52641,6,2.89
52642,12,2.1
52643,6,1.65
52644,4,3.75
52645,2,7.62
52646,2,7.95
52647,2,3.75
52648,6,2.1
52649,2,1.95
52650,6,2.55
52651,2,7.5
52652,6,0.83
52653,1,4.95
52654,1,1.25
52655,10,1.65
52656,50,1.65
52657,2,2.08
52658,4,1.24
52659,20,8.47
52660,24,0.42
52661,1,1.25
52662,8,4.95
52663,2,10.4
52664,48,0.65
52665,1,2.95
52666,9,2.46
52667,24,1.25
52668,24,3.29
52669,5,1.45
52670,4,5.95
52671,2,5.91
52672,3,1.25
52673,2,3.25
52674,1,7.95
52675,1,2.95
52676,12,0.42
52677,1,0.85
52678,12,1.65
52679,3,1.63
52680,6,0.83
52681,12,4.15
52682,1,0.39
52683,1,9.95
52684,4,1.45
52685,30,1.65
52686,6,2.1
52687,10,1.65
52688,1,4.95
52689,2,7.62
52690,24,0.85
52691,4,1.66
52692,12,0.42
52693,8,4.96
52694,24,0.55
52695,1,0.85
52696,24,1.65
52697,72,0.85
52698,2,2.51
52699,1,5.79
52700,10,0.79
52701,2,2.98
52702,6,2.55
52703,6,2.95
52704,24,0.39
52705,2,1.25
52706,16,1.65
52707,1,8.5
52708,4,0.83
52709,6,2.95
52710,36,0.65
52711,4,4.13
52712,12,0.42
52713,1,16.63
52714,-1,2.95
52715,1,2.95
52716,12,0.85
52717,4,2.95
52718,5,6.95
52719,4,4.25
52720,4,12.75
52721,2,9.95
52722,12,1.25
52723,12,0.85
52724,1,1.65
52725,2,2.46
52726,2,2.1
52727,24,1.25
52728,1,2.55
52729,3,1.95
52730,16,0.42
52731,12,0.79
52732,1,12.5
52733,1,4.95
52734,1,2.1
52735,1,4.95
52736,-16,0
52737,3,0.83
52738,1,28
52739,1,4.25
52740,4,1.65
52741,3,4.95
52742,1,4.25
52743,1,1.95
52744,12,1.25
52745,12,0.65
52746,-1,4.25
52747,100,1.79
52748,6,0.39
52749,2,7.5
52750,1,3.29
52751,1,9.95
52752,7,1.25
52753,4,2.46
52754,12,1.25
52755,25,0.42
52756,3,4.95
52757,24,0.55
52758,3,5.95
52759,5,2.08
52760,14,2.46
52761,12,0.42
52762,2,2.08
52763,1,0.39
52764,1,6.25
52765,12,5.95
52766,12,1.65
52767,24,1.25
52768,24,2.55
52769,1,0.42
52770,16,1.25
52771,12,1.45
52772,12,1.25
52773,24,0.55
52774,4,3.75
52775,1,7.62
52776,4,1.25
52777,1,14.95
52778,6,2.95
52779,24,1.45
52780,2,1.95
52781,1,194.12
52782,12,2.55
52783,2,18
52784,2,9.95
52785,1,2.51
52786,6,4.95
